,Comment,Type,
5908,"Hiểu được bố lại một lần nữa hiểu lầm mình mà không cần giải thích, Dương vô cùng phẫn nộ và thất vọng. Cô nàng kéo Bảo đi uống rượu giải sầu, không ngờ anh chàng còn đang mải mê đau khổ vì bị người mình thầm mến ""phản bội"". Anh chàng liên tiếp tra hỏi crush bố đứa bé là ai, còn mếu máo xung phong nhận trách nhiệm vì ""truyền thống gia đình"" khiến Dương tức điên. ",0,79
5909,"Về phía ông Sơn, phải tới khi Thư đứng ra nhận bản thân mang bầu, ông mới biết mình đã hiểu lầm Dương trầm trọng. Hết lần này tới lần khác đổ oan cho con gái, ông vô cùng áy náy nên đã thức đêm chờ đến khi Dương về để xin lỗi con gái. Ông chậm chạp giải thích rằng nhiều khi bản thân hay bị suy nghĩ theo thói quen, rằng nếu thực sự chuyện đó xảy ra thì ông sẽ rất xót xa cho Dương. Nghe lời giải thích của bố, bao nhiên tủi thân, oan ức của Dương bỗng chốc bị cởi bỏ sạch sẽ, lần đầu tiên, cô nàng lao vào lòng bố và khóc như mưa. Mong rằng, sau chuyện này, hai bố con sẽ thực sự hiểu nhau hơn. ",0,136
5910,"Lo cho con út, lại càng lo cho con thứ 2, khi ông Sơn nghe quyết định phá thai của Thư, ông phải hết sức khuyên bảo cô đừng nên bỏ đứa bé. Ông đảm bảo với Thư sẽ đứng ra nhận nuôi đứa bé ""ba đứa con bố còn nuôi được nữa là 1 đứa cháu"". Nghe được những lời này của bố, Thư chỉ còn biết rơi nước mắt đồng ý với ông.",0,75
5911,Liệu Thư có nói với Vũ về chuyện cái thai như lời khuyên của Linh? Ông Sơn và ông Luật sau khi biết chuyện sẽ phản ứng như thế nào?,0,30
5912,Đón xem tập 26 Về nhà đi con vào lúc 21:00 tối nay (17/5) trên VTV1. ,0,16
5927,"Tên sát nhân biến thái Fedora không xuất hiện trong tập 8 Mê Cung lên sóng tối qua, thay vào đó là thời lượng chiếm sóng của nhân vật Lam Anh do Hoàng Thùy Linh thể hiện.",0,37
5928,"Sau vài năm du học, Lam Anh về nước và tạo bất ngờ cho Khánh trong ngày gặp lại bằng một vụ bắt cóc giả. Đang nói chuyện điện thoại với Khánh, Lam Anh giả vờ hét lên như có ai tấn công mình. Khánh nhanh chóng đến hiện trường và lần theo dấu vết từ đôi dép, thỏi son, mùi nước hoa cho tới đôi bông tai để lần theo dấu vết tìm được Lam Anh tại một quán cà phê. Ở trường đoạn này, Lam Anh và Khánh cũng có nụ hôn đốt mắt khán giả.",0,98
5929,Tiếp sau đó Lam Anh và Khánh có nhiều phân đoạn tình cảm khiến không ít khán giả có cảm giác như đang theo dõi một bộ phim ngôn tình.,0,30
5930,"Có vẻ như đây là một tập phim giúp khán giả được thư giãn đầu đầu óc hơn một chút sau 7 tập phim căng não với tên sát nhân biến thái Fedora. Tuy nhiên, không ít khán giả lại bằng tỏ sự lo lắng phim sẽ nhạt hơn nếu Fedora... ngừng gây án. Trên fanpage của phim, nhiều ý kiến bày tỏ sự không hài lòng với diễn xuất của Hoàng Thùy Linh và mẹ Khánh trong khi thời lượng chiếm sóng của hai nhân vật này ở các tập phim sắp tới là khả năng sẽ khá nhiều. ",0,100
5931,"Lý do là bởi Lam Anh là bạn gái của Khánh, cô học chuyên ngành Báo chí ở nước ngoài và vừa trở về Việt Nam để làm việc. Lam Anh muốn xin vào làm việc ở ban Pháp luật của tờ báo mà mẹ Khánh đang quản lý. Thế nhưng không hiểu vì sao một cô gái thông minh, xinh đẹp, lễ phép như Lam Anh lại không được lòng mẹ Khánh. Bà khó chịu với cô ngay từ lần đầu gặp mặt và không ít lần gây khó dễ cho cô trong công việc. Thậm chí mẹ Khánh còn dành cho Lam Anh nhưng câu nói khó nghe và thái độ khó chịu.",0,115
5934,"Trên trang cá nhân, chị gái Ninh Dương Lan Ngọc thay mặt em thông báo tạm dừng công việc vì sốt cao. Liên hệ với quản lý nữ diễn viên, người này cho biết, Lan Ngọc nhập viện cấp cứu cách đây 4 ngày. Sau hai ngày theo dõi ở bệnh viện, thành viên Chạy đi chờ chi được cho về nhà. Hiện tại, cô vẫn sốt cao, có lúc lên tới 40 độ, cần theo dõi thường xuyên.",0,79
5935,"“Ngọc kiệt sức do lịch làm việc quá dày, cộng tiền sử bệnh trong người dẫn đến sốt siêu vi, phải nhập viện cấp cứu. Hiện, sức khỏe cô ấy đã khá lên, nhưng vẫn sốt cao”, quản lý nói. Theo quản lý của Lan Ngọc, ê-kíp quyết định hủy lịch trình trong hai tuần để đảm bảo sức khỏe.",0,60
5936,"“Ngày nào Ngọc cũng sốt 40 độ. Còn một số show không cách nào hủy được, chúng tôi sẽ ứng biến để không ảnh hưởng tới đối tác. Tuy nhiên, những lịch quá nặng hay công việc mới, ê-kíp lùi đến cuối tháng hoặc qua tháng sau để Ngọc tịnh dưỡng”, quản lý chia sẻ.",0,55
5937,"Lan Ngọc nhiều lần kiệt sức do sức khỏe kém nhưng quản lý khẳng định đây là lần nghiêm trọng nhất. Do đó, việc dừng hoạt động, thông báo nghỉ ngơi là bắt buộc.",0,34
5938,"Lan Ngọc hiện là thành viên cố định của chương trình Running Man bản Việt. Cô là thành viên nữ duy nhất nhưng chiến đấu hết mình, lăn xả không kém đồng đội. Quản lý nữ diễn viên thừa nhận Chạy đi chờ chi là một phần lý do khiến cô kiệt sức. Tuy nhiên, quan trọng nhất là lịch trình kín mít từ tháng 3.",0,66
5939,"“Ngọc dốc toàn bộ sức lực cho công việc, bao gồm quay Running Man. Gần như ngày nào, cô ấy cũng làm việc ít nhất 10 tiếng đồng hồ. Tình trạng đó diễn ra từ tháng 3 tới giờ”, quản lý kể. Running Man bản Việt mùa đầu tiên quay xong từ tuần trước. Sắp tới, Lan Ngọc dành nhiều thời gian nghỉ ngơi.",0,64
5940,"Ngày 16/5, 6 thành viên nam của Running Man tụ tập mừng thành công của chương trình. Khi cô gái duy nhất vắng mặt, Liên Bỉnh Phát nhắn nhủ: “Team ăn mừng Chạy đi chờ chi, tội Ngọc”.",0,38
5941,"Dưới thông báo của chị gái Lan Ngọc, Jun Phạm động viên: “Mau khỏe lại, hẹn kèo khác nhá em. Hôm nay hẹn đi chơi mà em bệnh không đi được, 6 anh em cũng buồn”. Ngô Kiến Huy hài hước viết: “Ráng khoẻ nha Ngọc, anh em lo lắng lắm, mà bận ăn nên không thăm được”.",0,58
5942,Theo Lan Phương (Tri Thức Trực Tuyến),0,7
5962,"Thảm đỏ LHP Cannes ngày thứ 3 tiếp tục là cuộc đua nhan sắc khốc liệt của dàn mỹ nhân đình đám thế giới. Không hẹn mà gặp, rất nhiều người đẹp chọn cho mình những trang phục khoe đôi chân nuột nà, bắp đùi mật ong cùng body chuẩn không cần chỉnh. Vậy nhưng, trong số dàn mỹ nhân này, có 1 gương mặt đến từ Thái Lan ""chặt chém"" thảm đỏ với chiếc váy cực kỳ ấn tượng.",0,80
5974,"Mới đây, trên trang cá nhân, Lữ Giai Dung tâm sự dịp này năm ngoái, cô sải bước trên thảm đỏ Cannes nhờ tấm vé mua được từ công ty môi giới. ""Lúc đó, tôi sung sướng, tự hào nhưng bây giờ nghĩ lại, có lúc những nghệ sĩ như tôi quá coi trọng hào quang mà quên mất ánh mắt chế giễu của người khác"", Giai Dung viết.",0,69
5975,"Nữ diễn viên tâm sự bản thân muốn có được danh vọng sau khi lên thảm đỏ nhưng mất đi nhiều hơn sau lần mua thư mời dự sự kiện. ""Mong chúng ta sống đơn giản, chân thật hơn"", cô gửi gắm. Giai Dung sinh năm 1988, từng đóng Cẩm Tú duyên, Mỹ nhân thiên hạ, Mỹ nhân tâm kế, Tiếu ngạo giang hồ 2013 (vai Lam Phượng Hoàng)...",0,69
5976,"Theo Sina, năm nay tiếp tục có nhiều gương mặt ""lạ lẫm"" tham dự liên hoan phim. Họ gây sự chú ý bằng trang phục độc lạ hay gợi cảm. Trong đó một người diện bộ đồ có dòng chữ ""Trung Quốc chế tạo"" lên thảm đỏ, một người khác lộ miếng dán ngực...",0,54
5977,"Tờ Qjwb khiến dư luận nước này xôn xao khi tiết lộ những năm gần đây bán thư mời dự thảm đỏ Cannes là hình thức kinh doanh của một số công ty môi giới, công ty tổ chức cuộc thi sắc đẹp hay du lịch. Giá thư mời dao động từ 10 nghìn Euro tới 18 nghìn Euro, bao gồm nhiếp ảnh gia, xe đưa đón, người trang điểm. Một số khách chi tiền để thuê thêm nhiếp ảnh gia, nhằm ghi lại nhiều khoảnh khắc ở sự kiện. Một công ty ở Quảng Châu cho hay năm nay họ đưa gần 50 quý bà tới Cannes đi thảm đỏ. ",0,111
5978,"Ban tổ chức LHP từng nhiều lần cho biết không bán vé dự thảm đỏ mà chỉ gửi giấy mời những nhân vật trong làng giải trí. Êkip có phim tranh giải, gương mặt đại diện của các thương hiệu tài trợ đều có thể được mời tham gia sự kiện. Lượng giấy mời lớn được phát cho các ngôi sao, công ty sản xuất phim, giới doanh nhân... Những đơn vị này có quyền tặng giấy mời cho người khác. Một phần trong số đó rơi vào tay các ""môi giới thảm đỏ"", từ đó mở ra dịch vụ kinh doanh. Theo tờ này, từng có sao Trung Quốc bị lừa mua thư mời nhưng không thể lên thảm đỏ.",0,121
5979,"Ngoài việc mua vé mời lên thảm đỏ Cannes, dư luận Trung Quốc bàn tán việc các ngôi sao nước này liên tục bị thành viên ban tổ chức hối thúc bước nhanh để nhường vị trí cho người khác. Mới đây, diễn viên Cảnh Điềm ba lần bị nhắc nhở vì tạo dáng quá lâu. Cô không phản hồi sự việc.",0,62
5980,Theo Như Anh (VnExpress.net),0,4
5989,"Ngày 15/5, ê-kíp diễn viên Anh Tú - người được biết đến nhiều hơn là bạn trai của Diệu Nhi - bất ngờ gửi thông cáo báo chí cho giới truyền thông về việc nam diễn viên bị nghi lộ ảnh và clip nhạy cảm. ",0,45
5990,"Nội dung thông cáo báo chí nêu rõ những hình ảnh này từng bị phát tán cách đây một năm nhưng không hiểu sao gần đây lại bị người dùng Facebook ""đào lại"". Bản thân Anh Tú cũng từng lên tiếng về việc này nên không muốn tiếp tục nhắc tới để những người có mục đích xấu lợi dụng.",0,60
5991,"Đáng nói, thực tế tấm hình nhạy cảm của Anh Tú không hề được chia sẻ rầm rộ trong những ngày gần đây. Thời buổi mạng xã hội phát triển, người ta không khó khăn để tìm kiếm những từ khóa, nhưng nếu tìm tên ""Anh Tú"" lại không ra nhiều kết quả.",0,53
5992,"Cách đây một năm, nghi vấn Anh Tú lộ ảnh, clip nhạy cảm cũng không quá gây chú ý, nhất lại trong bối cảnh nhiều diễn viên từng ầm ĩ với các sự vụ tương tự.",0,36
5993,"Chính điều này khiến công chúng đặt nghi vấn, phải chăng ê-kíp của nam diễn viên đang cố tình thổi phồng, làm rùm beng, vin vào chuyện cũ để đánh bóng, PR tên tuổi, khi câu chuyện về clip sex, ảnh sex đang xôn xao khắp cõi mạng.",0,48
5994,"Ngày xưa, và... ngày nay đã khác",0,7
5995,"Nguyễn Hồng Nhung mới đây trở lại Việt Nam sau đúng 14 năm. Từng được xem là một giọng ca triển vọng của Sao mai điểm hẹn năm 2004, nhưng cô đã quyết định ở lại Mỹ, không dám về Việt Nam sau một chuyến lưu diễn vì thời điểm đó cô bất ngờ vướng vào scandal ảnh nhạy cảm, do chính bạn trai tung trên mạng.",0,67
5996,"Nhớ lại, nữ ca sĩ cho biết đó là một cơn ác mộng, không thể gột rửa. Nữ ca sĩ từng không dám đối diện, thậm chí đã tìm đến cái chết. ""Thực lòng, tôi cũng đã tự tử ở Mỹ nhưng không thành. Tôi cũng đã phải điều trị về tâm lý một thời gian để học cách quên đi những điều đó"", giọng ca Sao mai điểm hẹn bộc bạch.",0,72
5997,"Nguyễn Hồng Nhung cho rằng thời điểm đó ảnh nóng là một cái gì đó rất khủng khiếp. ""Nhiều bạn tôi chia sẻ rằng chuyện chẳng có gì, đừng nghĩ ngợi cứ về nước đi. Nhưng là phụ nữ Á Đông, nghĩ lại tôi cũng rất day dứt và vẫn coi đó là một vết nhơ không thể gột rửa"", chị nói.",0,62
5998,"Hoàng Thùy Linh của 10 năm trước cũng vậy. Trước scandal trấn động, Hoàng Thùy Linh kể rằng đó là những tháng ngày cô triền miên trong rượu, uống đến tràn từ cơn say này sang cơn say khác. Scandal nhấn chìm cuộc đời, sự nghiệp đang hứa hẹn của Hoàng Thùy Linh.",0,53
5999,"Và cũng phải rất lâu sau, bằng những nỗ lực khủng khiếp, Hoàng Thùy Linh mới có thể trở lại. Nhưng cũng phải rất lâu sau khi đã trở lại, cô mới dám nhận một vai diễn trên màn ảnh VTV, nơi đã từng đưa cô trở thành một biểu tượng của sự trong sáng là Vàng Anh. Rất nhiều năm về sau này, Hoàng Thùy Linh đã khóc và nói vẫn nợ Vàng Anh một lời xin lỗi.",0,79
6000,"Cũng sau rất nhiều năm từ scandal rúng động của Hồng Nhung, của Hoàng Thùy Linh, những scandal lộ clip sex, lộ ảnh nóng vẫn tiếp tục xảy ra, như chưa từng có bất kỳ sự rúng động nào, chưa từng có sự tủi nhục im lặng nào, và tất nhiên, cũng chưa từng có bài học nào được rút ra sau đó.",0,63
6001,"Mới đây, một hot girl bị nằm trong nghi vấn lộ clip sex cùng bạn trai vẫn để trang cá nhân hoạt động, thậm chí được cho là còn ""like"" những bài viết ủng hộ mình.",0,36
6002,"Thông thường, công chúng ""đứng về phe nước mắt"" và rất dễ đồng cảm nếu các hot girl là những nạn nhân thực sự. Bởi lẽ, hành vi tung clip nhạy cảm của người khác dù với bất cứ mục đích gì đều đáng bị lên án, tẩy chay và xử lý. Nhưng đôi khi công chúng cũng thấy khó hiểu, nếu người trong cuộc quá đỗi... tự tin, dạn dĩ theo những cách khác nhau.",0,76
6003,"Ảnh nhạy cảm, chuyện tình dục có thể là công cụ PR",0,12
6004,"Bản thông cáo báo chí của ê-kíp diễn viên Anh Tú bị cho là ""tự làm rùm beng"", tuy nhiên ê-kíp cũng đã nhanh chóng phủ nhận. ""Chẳng ai dùng những hình ảnh nhạy cảm như thế cho việc PR để làm xấu hình ảnh của mình cả. Sau lần này, chúng tôi sẽ không phát ngôn gì nữa về chuyện này"", phía Anh Tú nói với Zing.vn.",0,68
6005,"Tuy nhiên, khi bị phản biện, phía Anh Tú cũng không biết rõ thông tin ảnh nhạy cảm được lan truyền ở đâu hay vào thời điểm nào mà chỉ nói chung chung là ""trên mạng xã hội"".",0,38
6006,"Khi được hỏi về việc có liên hệ để gỡ bỏ những hình ảnh nhạy cảm này không, phía Anh Tú tỏ ra ngập ngừng cho biết chưa có ý định về việc này. ""Những hình ảnh này thỉnh thoảng được đăng tải trở lại, chúng tôi không kiểm soát hết được nên chỉ có thể phát ngôn như thế"", người đại diện chia sẻ.",0,65
6007,"Thực tế Anh Tú không phải là trường hợp duy nhất. Bản thân chính người trong giới cũng nhìn thấy hiện tượng có những diễn viên lợi dụng ảnh nhạy cảm, thậm chí clip nóng để PR tên tuổi. Diễn viên Thanh Hương mới đây phải bình luận với phóng viên: ""Ở showbiz, chỉ cần một clip sex, bạn có thể nổi tiếng ngay. Nhưng nổi tiếng như thế là rẻ tiền"".",0,72
6008,"Ngoài ảnh nhạy cảm, clip sex, công chúng hắn chưa quên trường hợp PR bằng chuyện tình dục của Phan Ngọc Luân.",0,22
6009,"Tháng 11/2018, Phan Ngọc Luân ra MV mới nhưng cả truyền thông và khán giả đều thờ ơ. Sản phẩm có lượt xem tương đối hạn chế, và đứng trước nguy cơ chìm nghỉm giữa sự bùng nổ của hàng loạt MV trên thị trường nhạc Việt.",0,47
6010,"Phan Ngọc Luân sau đó chọn cách kể chuyện đời tư hòng gây chú ý với dư luận. Trong talk show của một kênh truyền thông, nam ca sĩ chủ động tiết lộ về mối quan hệ tình cảm với Đàm Vĩnh Hưng.",0,43
6011,"Không chỉ dừng ở việc kể lể về mối quan hệ đồng giới song phương trên mức bình thường, Phan Ngọc Luân còn sẵn sàng nói về việc nam ca sĩ và Đàm Vĩnh Hưng đã có những hành động đi quá giới hạn... Trong đó, chính Phan Ngọc Luân lại là người chủ động vì… không kiểm soát được dục vọng của bản thân.",0,65
6012,"Nam ca sĩ sau đó còn nói về những ghen tuông và thái độ mong muốn được Đàm Vĩnh Hưng quan tâm trở lại sau thời gian có phần thờ ơ. Đáng nói, anh vẫn bỏ ngỏ câu hỏi về giới tính. Bởi lẽ, theo Phan Ngọc Luân, anh vẫn quen các cô gái. Đàm Vĩnh Hưng chỉ là “người đàn ông đầu tiên và duy nhất hội tụ đầy đủ yếu tố” để anh “khao khát”?",0,77
6013,"Cách PR của Phan Ngọc Luân bị phản ứng mạnh, bị coi là ""bẩn thỉu và rẻ tiền"". Một nghệ sĩ từng nói, Phan Ngọc Luân không xứng đáng để được nhắc tên như một ca sĩ. ""Đó không phải là nổi tiếng, đó là tai tiếng. Anh ta không xứng đáng là một nghệ sĩ. Điều ấy đáng bị khinh bỉ”, người này bình luận ngắn gọn.",0,68
6014,"Nhưng nếu không có những tẩy chay mạnh mẽ hơn nữa của công chúng, có lẽ những trường hợp như Phan Ngọc Luân hay những bản thông cáo của ê-kíp Anh Tú vẫn có thể còn xuất hiện.",0,38
6015,Theo Khuê Tú (Tri Thức Trực Tuyến),0,7
6024,MC Lại Văn Sâm - Ai là triệu phú,0,9
6025,"Ai là triệu phú với sự dẫn dắt của MC Lại Văn Sâm là chương trình quen thuộc của nhiều thế hệ khán giả suốt 12 năm kể từ năm 2005. Tuy nhiên, MC Lại Văn Sâm đã bất ngờ chia tay chương trình này sau số lên sóng cuối cùng của năm 2017.",0,54
6026,"Kết thúc hành trình 12 năm gắn bó với chương trình Ai là triệu phú trong sự tiếc nuối của khán giả xem truyền hình, nhà báo Lại Văn Sâm cho rằng, không ai là không thể thay thế, không có mình sẽ có người khác đảm nhiệm vị trí MC và thổi 1 làn gió mới vào chương trình. Dù vậy nhiều khán giả vẫn tỏ ra hụt hẫng và cho rằng MC Lại Văn Sâm là ""cái hồn"" của chương trình, khó ai có thể thay thế một người vừa có kiến thức, vừa có kỹ năng nghề nghiệp như vậy.",0,103
6027,"Đảm nhận vị trí dẫn chương trình Ai là triệu phú hiện nay là nhà báo Phan Đăng. Sau hơn 1 năm gắn bó với chương trình, MC Phan Đăng đã dần nhận được tình cảm từ khán giả của Ai là triệu phú.",0,44
6028,MC Quyền Linh - Vượt lên chính mình,0,8
6029,"Chứng kiến sự hết mình của Quyền Linh khi gắn bó với chương trình Vượt lên chính mình, nhiều khán giả yêu mến đã gọi anh với cái tên 'MC quốc dân'. Khi chương trình ghi hình ở bất cứ miền quê nào khắp Việt Nam, Quyền Linh đều được bà con yêu quý. Anh không ngại nắng mưa hay bất cứ khó khăn gì để giúp bà con hoàn thành phần thi, giành được giải thưởng để xóa nợ, lấy vốn làm ăn. Không ít khán giả từng xúc động khi nhiều lúc Quyền Linh cầm micro nói: ""Có một nhà tài trợ gửi anh chị số tiền là..."" nhưng thực chất đó là số tiền của chính anh. Anh thậm chí còn bị nghi ngờ gian lận để giúp người chơi. Chính vì sự hết mình với bà con cùng lối dẫn gần gũi, chất phác của MC Quyền Linh mà khác giả càng thêm tiếc nuối khi anh rời chương trình. ",0,164
6030,Nghệ sĩ Quốc Thuận là người thay thế vai trò của Quyền Linh tại Vượt lên chính mình cũng từng thừa nhận bản thân anh chưa bao giờ gặp áp lực bởi ngay từ đầu đã xác định không thể làm tốt hơn Quyền Linh.,0,45
6031,MC Trấn Thành - Người bí ẩn,0,7
6032,"Người bí ẩn là chương trình nhận được nhiều sự yêu mến của khán giả với những câu chuyện gây xúc động và đầy tính nhân văn. Trấn Thành là MC dẫn dắt chương trình này trong cả 5 mùa, tuy nhiên sang mùa 6 Trường Giang sẽ đảm nhận vai trò MC thay Trấn Thành. Trong khi đó, Trấn Thành sẽ thay Hoài Linh ngồi vào chiếc ghế đội chủ nhà cùng Việt Hương.",0,75
6033,"Sự thay đổi này khiến nhiều khán giả từng gắn bó với chương trình bày tỏ sự tiếc nuối. Trấn Thành được nhiều khán giả yêu mến khi dẫn chương trình này bởi sự dí dỏm, hài hước và có chiều sâu.",0,42
6034,MC Tùng Chi - Đường lên đỉnh Olympia,0,8
6035,"Hình ảnh MC Tùng Chi với mái tóc ngang vai trẻ trung, cá tính cùng lối dẫn chương trình nhẹ nhàng, hóm hỉnh trong ""Đường lên đỉnh Olympia"" đã quá quen thuộc với khán giả truyền hình cả nước suốt 15 năm. Khi MC Tùng Chi nhường lại vị trí dẫn chương trình cho Diệp Chi, nhiều khán giả cả nước đã bày tỏ sự hụt hẫng. Với nhiều khán giả, MC Tùng Chi cùng Đường lên đỉnh Olympia đã từng là thanh xuân của họ. ",0,86
6036,"Ngay cả MC  Diệp Chi cũng từng thừa nhận nhà báo Tùng Chi đã tạo dựng được hình ảnh ""một người phụ nữ thép"", đủ sự tin tưởng, sự từng trải và kiến thức để khiến cho không chỉ các bạn học sinh mà cả khán giả cảm thấy thông tin chị đưa ra rất chắc chắn và đáng tin cậy. Điều này cũng khiến Diệp Chi gặp không ít áp lực khi thay thế vai trò của đàn chị tại chương trình.",0,83
6037,MC Quỳnh Hương - Thay lời muốn nói,0,8
6038,"Thay lời muốn nói là một chương trình ca nhạc theo yêu cầu được phát sóng trên truyền hình mỗi tháng một lần từ năm 2000 với người dẫn là MC Quỳnh Hương. Tuy nhiên, đầu tháng 4/2019, MC Quỳnh Hương quyết định nói lời chia tay với ""đứa con tinh thần"" mà mình gắn bó suốt 19 năm qua khiến hầu hết khán giả của chương trình này tiếc nuối. Với nhiều người, MC Quỳnh Hương và Thay lời muốn nói là thanh xuân và kỷ niệm khó quên.",0,90
6039,"Hiện nay, thay thế MC Quỳnh Hương để dẫn dắt chương trình là bộ đôi MC Quý Bình và Thanh Phương.",0,21
6040,MC Cát Tường - Bạn muốn hẹn hò,0,8
6041,"Suốt những ngày qua, khán giả cả nước đều quan tâm đến việc show Bạn muốn hẹn họ quyết định chọn Nam Thư đảm nhận vị trí MC mà 'bà mai' Cát Tường đã gắn bó suốt 6 năm qua. Sự thay đổi này đã khiến Bạn muốn hẹn hò đứng trước làn sóng kêu gọi tẩy chay của khán giả. Đa số ý kiến đều cho rằng Nam Thư dẫn chương trình kém duyên hơn MC Cát Tường.",0,79
6042,"Bên cạnh sự duyên dáng, hài hước vừa đủ, Cát Tường còn ghi điểm với khán giả Bạn muốn hẹn hò vì sự chân thành, không cố gắng ""ép duyên"", không chạy theo ""chỉ tiêu"" mà nhiều gameshow hay làm, Cát Tường rất chừng mực trong cách dẫn của mình. Chính vì vậy khi Bạn muốn hẹn hò cắt hợp đồng làm MC của Cát Tường và chọn Nam Thư thay thế, nhiều khán giả đã tỏ ra bức xúc và hụt hẫng.",0,83
6067,"Suốt những ngày qua, Nam Thư trở thành cái tên bị nhiều khán giả, đặc biệt là những người thường xuyên theo dõi Bạn muốn hẹn hò 'ném đá' và kêu gọi tẩy chay vì cho rằng cô dẫn chương trình kém duyên hơn MC Cát Tường - 'bà mai' đã gắn bó với chương trình suốt 6 năm cùng MC Quyền Linh.",0,63
6068,"Sự việc càng thu hút dư luận hơn khi mới đây Cát Tường lên tiếng chia sẻ việc cô bị cắt hợp đồng và không hề muốn rời vị trí 'bà mai' trong show Bạn muốn hẹn hò. Nữ ca sĩ nghẹn ngào rơi nước mắt chia sẻ: ""Mọi người ơi, Tường không có bỏ chương trình 'Bạn muốn hẹn hò', là người ta cắt hợp đồng của Tường. Mất chương trình 'Bạn muốn hẹn hò' là mình mất đi số tiền ổn định mấy năm nay, mình đang bị chới với. Nhiều người nói Tường bỏ chương trình đi chơi nhưng thật sự vì người ta cắt mình mới đi, chứ làm gì có chuyện mình bỏ chương trình. Bây giờ người ta đã thay rồi, mình có nói gì thì cũng đã thay rồi"".",0,136
6069,"Cát Tường thậm chí khiến khán giả Bạn muốn hẹn hò càng thêm nuối tiếc khi nói thêm: ""Mọi người kêu gọi chương trình đi chứ Tường đâu có muốn đi''.",0,31
6070,"Trong bản thông báo của ban tổ chức gửi cho MC Quyền Linh về việc bổ sung MC Nam Thư có ghi rõ: ""Việc bổ sung MC nữ cho ""Bạn muốn hẹn hò"" khi phát triển thêm các phiên bản khác cũng là yêu cầu của Đài truyền hình Kansai TV Nhật Bản - đơn vị sở hữu fomat gốc của chương trình"".",0,63
6071,"Về phía MC Quyền Linh, anh cũng đã lên tiếng bênh vực Nam Thư trước làn sóng chỉ trích và kêu gọi tẩy chay của khán giả. Bên cạnh đó, nam MC cho rằng trong sự việc này, quyền quyết định thường thuộc về nhà sản xuất và anh tin họ đã suy nghĩ kỹ lưỡng.",0,56
6072,"Quyền Linh cũng cho rằng MC chỉ là người làm thuê, không có quyền quyết định và chỉ có thể chấp nhận sự việc. Tuy nhiên, nam MC cho rằng sự thay đổi của NSX cũng không phải vô lý bởi chương trình đã kéo dài 6 năm, cũng cần có những sự đổi mới dù chưa biết cái mới sẽ tốt hay xấu hơn cái cũ.",0,67
6073,"""Sự thay đổi có thể tốt hoặc xấu hơn nhưng vẫn cần thiết. Đó là quy luật của cuộc sống. Hơn nữa Cát Tường vẫn làm MC của ""Bạn muốn hẹn hò ăn trưa"", chứ không phải ngừng tất cả"" - Quyền Linh chia sẻ.",0,45
6096,"""Bạn muốn hẹn hò"" có thể nói đang là cụm từ gây sốt nhất những ngày gần đây. Tất cả bắt nguồn từ việc NSX chương trình thay đổi MC. Sau hơn 6 năm trở thành ""bà mối"", MC Cát Tường phải chia tay với chương trình này, ""nhường chỗ"" lại cho nữ diễn viên hài Nam Thư.",0,58
6097,"Những tưởng đây sẽ trở thành một làn gió mới, thế nhưng, chỉ sau vài số đầu tiên lên sóng, Nam Thư đã nhận về một làn sóng chỉ trích vô cùng mạnh mẽ. 95% bình luận bên dưới các tập gần đây đều có nội dung chính là kêu gọi Cát Tường về lại.",0,55
6098,"Sự việc càng nóng hơn khi mới đây, Cát Tường đã thừa nhận trong nước mắt rằng chính chương trình chủ động cắt hợp đồng, chứ không phải Cát Tường muốn nói lời chia tay với khán giả của Bạn muốn hẹn hò. Thế nhưng, cô cũng dành những lời tốt đẹp cho Nam Thư, mong muốn khán giả ""bao dung"" hơn, cho Nam Thư cơ hội để chứng minh bản thân. ",0,72
6099,"Có thể nói, 6 năm là một quãng thời gian rất dài, biến Cát Tường từ một nữ diễn viên hài trở thành ""Bà mối quốc dân"" rất được yêu thích. Không quá khó hiểu trước sự phẫn nộ của khán giả khi thấy Cát Tường không đồng hành cùng chương trình nữa, bởi 6 năm qua, bằng nét riêng và sự chân thành của mình, cô đã đưa khán giả đi đủ các cung bậc cảm xúc ""hỉ, nộ, ái, ố"", khiến rating của chương trình tăng vọt.",0,89
6100,Hiếm có chương trình nào mà khán giả lại dành lời khen cho MC còn nhiều hơn là cho người chơi như Bạn muốn hẹn hò.,0,26
6101,"Luôn xuất hiện với hình ảnh vui vẻ, hài hước cùng những câu bông đùa nhẹ nhàng nhưng duyên dáng, Cát Tường khiến người chơi cảm thấy bớt ngại ngùng hơn trước người đang được ghép đôi với mình.",0,39
6102,"Nhưng bên cạnh những tiếng cười mà cô tạo ra, thì cũng qua chương trình này, khán giả lại được biết thêm một khía cạnh khác của Cát Tường - đó là sự yếu đuối và khao khát tình yêu đích thức ẩn sâu bên trong cô.",0,47
6103,"Cát Tường là một người phụ nữ không gặp may mắn trong tình yêu. Ở tuổi U40, cô vẫn cô đơn lẻ bóng và chờ đợi người đàn ông đích thực của đời mình. Nhưng không vì thế mà cô có cái nhìn tiêu cực về tình yêu. Những ai xem Bạn muốn hẹn hò thường xuyên sẽ thấy rõ, hơn ai hết, chính Cát Tường là người muốn vun đắp cho các cặp đôi, khuyến khích họ đến với nhau, yêu nhau dài lâu.",0,85
